Date,Open,High,Low,Close
2024-01-01,1.04603,1.04757,1.0414,1.04195
2024-01-02,1.04597,1.04807,1.04199,1.04751
2024-01-03,1.05082,1.05289,1.04706,1.0501
2024-01-04,1.05313,1.05657,1.05095,1.05593
2024-01-05,1.05278,1.0556,1.05155,1.05455
2024-01-08,1.05378,1.0564,1.05241,1.05628
2024-01-09,1.0565,1.05997,1.05402,1.05937
2024-01-10,1.05841,1.06274,1.05478,1.06195
2024-01-11,1.06499,1.06607,1.0615,1.06162
2024-01-12,1.0625,1.06698,1.06015,1.06336
2024-01-15,1.06486,1.06961,1.06371,1.06877
2024-01-16,1.07191,1.07337,1.06699,1.06816
2024-01-17,1.06405,1.06605,1.06259,1.06431
2024-01-18,1.062,1.0637,1.05888,1.06157
2024-01-19,1.06559,1.06883,1.06236,1.064
2024-01-22,1.06402,1.06536,1.06155,1.06521
2024-01-23,1.06038,1.06314,1.05625,1.06129
2024-01-24,1.0613,1.06258,1.05988,1.06197
2024-01-25,1.0618,1.06289,1.05844,1.06051
2024-01-26,1.06398,1.06529,1.06172,1.06492
2024-01-29,1.06986,1.0725,1.06557,1.06734
2024-01-30,1.06311,1.06654,1.06075,1.06325
2024-01-31,1.06678,1.06837,1.06331,1.06633
2024-02-01,1.06421,1.06676,1.05972,1.0639
2024-02-02,1.0609,1.06326,1.05939,1.0622
2024-02-05,1.06339,1.06555,1.0622,1.06547
2024-02-06,1.06824,1.07062,1.06634,1.06864
2024-02-07,1.06949,1.0733,1.06466,1.06574
2024-02-08,1.06111,1.06573,1.05804,1.06179
2024-02-09,1.0639,1.06678,1.06246,1.0647
2024-02-12,1.06925,1.07094,1.06547,1.06698
2024-02-13,1.07195,1.07519,1.06745,1.06906
2024-02-14,1.07114,1.07461,1.06907,1.07328
2024-02-15,1.07184,1.07482,1.07031,1.07253
2024-02-16,1.07324,1.07724,1.07165,1.07618
2024-02-19,1.07722,1.08025,1.07288,1.07503
2024-02-20,1.07314,1.07561,1.06965,1.07559
2024-02-21,1.07927,1.08274,1.07627,1.08103
2024-02-22,1.07822,1.08068,1.0769,1.07776
2024-02-23,1.08039,1.08166,1.07796,1.08058
2024-02-26,1.07776,1.08273,1.07622,1.08097
2024-02-27,1.07612,1.0805,1.07211,1.07664
2024-02-28,1.07541,1.07901,1.07206,1.07379
2024-02-29,1.07381,1.07552,1.07013,1.07541
2024-03-01,1.07217,1.07572,1.0678,1.07193
2024-03-04,1.06788,1.07067,1.06389,1.07065
2024-03-05,1.07367,1.07759,1.07158,1.07581
2024-03-06,1.07103,1.07299,1.06834,1.07148
2024-03-07,1.07175,1.07558,1.06838,1.07506
2024-03-08,1.07066,1.07486,1.06643,1.07023
2024-03-11,1.07392,1.0761,1.07157,1.07244
2024-03-12,1.07414,1.0757,1.06971,1.07317
2024-03-13,1.07581,1.0784,1.07237,1.07834
2024-03-14,1.07335,1.07659,1.07214,1.07579
2024-03-15,1.07918,1.08129,1.07716,1.08042
2024-03-18,1.07717,1.08007,1.07558,1.07667
2024-03-19,1.07801,1.07931,1.07376,1.07488
2024-03-20,1.07984,1.08182,1.07597,1.07992
2024-03-21,1.08345,1.08688,1.08089,1.08592
2024-03-22,1.08433,1.08638,1.07968,1.08007
2024-03-25,1.07998,1.08389,1.07608,1.07808
2024-03-26,1.08245,1.08571,1.07764,1.08186
2024-03-27,1.08498,1.08869,1.08053,1.0812
2024-03-28,1.08507,1.08672,1.08153,1.08295
2024-03-29,1.08671,1.0906,1.08218,1.08564
2024-04-01,1.08942,1.09379,1.08565,1.08683
2024-04-02,1.08583,1.09057,1.08376,1.09023
2024-04-03,1.09486,1.09926,1.09259,1.09514
2024-04-04,1.09889,1.10181,1.09753,1.10129
2024-04-05,1.10444,1.10715,1.10298,1.10583
2024-04-08,1.1062,1.10992,1.10239,1.10257
2024-04-09,1.10403,1.1065,1.10291,1.10574
2024-04-10,1.1054,1.10678,1.10292,1.10617
2024-04-11,1.10626,1.1089,1.10135,1.10712
2024-04-12,1.10785,1.11078,1.10358,1.10794
2024-04-15,1.11269,1.11541,1.10962,1.11081
2024-04-16,1.1092,1.11393,1.10687,1.10985
2024-04-17,1.10699,1.11171,1.1058,1.11068
2024-04-18,1.11493,1.11915,1.11034,1.11819
2024-04-19,1.11893,1.12336,1.11457,1.12114
2024-04-22,1.11983,1.12131,1.1184,1.11938
2024-04-23,1.12331,1.12692,1.11994,1.12531
2024-04-24,1.12426,1.12802,1.12294,1.1265
2024-04-25,1.12706,1.13075,1.12555,1.12957
2024-04-26,1.12471,1.1266,1.12088,1.1232
2024-04-29,1.12454,1.12767,1.12079,1.12707
2024-04-30,1.12569,1.12749,1.12383,1.12712
2024-05-01,1.12895,1.13277,1.12786,1.12843
2024-05-02,1.12519,1.12626,1.1211,1.12431
2024-05-03,1.12556,1.12711,1.12446,1.1252
2024-05-06,1.12564,1.12905,1.12231,1.12537
2024-05-07,1.12252,1.12735,1.1193,1.12673
2024-05-08,1.12671,1.1315,1.12219,1.12904
2024-05-09,1.13311,1.13443,1.12823,1.13136
2024-05-10,1.12654,1.12794,1.12413,1.12434
2024-05-13,1.12783,1.13024,1.12485,1.12964
2024-05-14,1.13384,1.13762,1.13244,1.13585
2024-05-15,1.13229,1.13712,1.12816,1.13455
2024-05-16,1.13725,1.14002,1.13472,1.13762
2024-05-17,1.13356,1.13664,1.12952,1.13612
2024-05-20,1.14038,1.1436,1.13724,1.14103
2024-05-21,1.13745,1.14141,1.13573,1.13632
2024-05-22,1.13988,1.14268,1.13657,1.14194
2024-05-23,1.14661,1.1483,1.14473,1.14666
2024-05-24,1.14449,1.14687,1.14066,1.14332
2024-05-27,1.14311,1.14609,1.13986,1.14025
2024-05-28,1.14101,1.14574,1.13982,1.14096
2024-05-29,1.14392,1.14561,1.14179,1.14423
2024-05-30,1.14807,1.15092,1.14532,1.14788
2024-05-31,1.14859,1.15159,1.14727,1.15056
2024-06-03,1.14862,1.15153,1.14609,1.14777
2024-06-04,1.14542,1.14968,1.14272,1.14575
2024-06-05,1.14992,1.15482,1.14515,1.15155
2024-06-06,1.15584,1.15713,1.15245,1.15654
2024-06-07,1.16089,1.1628,1.15828,1.16159
2024-06-10,1.16124,1.16307,1.15762,1.1608
2024-06-11,1.16234,1.16345,1.15927,1.16106
2024-06-12,1.16341,1.16839,1.15874,1.16803
2024-06-13,1.17082,1.17467,1.16949,1.17085
2024-06-14,1.17005,1.17213,1.16713,1.16915
