Date,Open,High,Low,Close
2022-01-03,1.05214,1.05469,1.05015,1.05076
2022-01-04,1.05209,1.05318,1.04769,1.04775
2022-01-05,1.04864,1.05153,1.04445,1.04844
2022-01-06,1.04967,1.0535,1.04508,1.05342
2022-01-07,1.0496,1.05391,1.04489,1.05275
2022-01-10,1.05268,1.05577,1.05073,1.05184
2022-01-11,1.04729,1.05195,1.04426,1.04568
2022-01-12,1.04156,1.04375,1.03782,1.03894
2022-01-13,1.042,1.04458,1.03754,1.0425
2022-01-14,1.04108,1.0451,1.03708,1.0416
2022-01-17,1.04323,1.04726,1.03835,1.0432
2022-01-18,1.04301,1.04506,1.03931,1.04272
2022-01-19,1.03859,1.04008,1.03624,1.03817
2022-01-20,1.03905,1.04098,1.03565,1.03573
2022-01-21,1.0363,1.04025,1.0325,1.03837
2022-01-24,1.0388,1.0416,1.03582,1.03908
2022-01-25,1.04357,1.04693,1.04246,1.04539
2022-01-26,1.04635,1.04766,1.04275,1.04725
2022-01-27,1.04655,1.05085,1.04363,1.0457
2022-01-28,1.04474,1.04938,1.04052,1.04678
2022-01-31,1.0501,1.05231,1.04726,1.04965
2022-02-01,1.05324,1.05724,1.04828,1.05678
2022-02-02,1.06144,1.06556,1.05898,1.06004
2022-02-03,1.05582,1.05712,1.05112,1.05379
2022-02-04,1.05852,1.06294,1.05581,1.05854
2022-02-07,1.05651,1.05977,1.05203,1.05733
2022-02-08,1.06225,1.06656,1.05928,1.06212
2022-02-09,1.06269,1.06656,1.0588,1.06322
2022-02-10,1.06057,1.06552,1.05883,1.05902
2022-02-11,1.06183,1.0653,1.05804,1.06036
2022-02-14,1.06494,1.0674,1.06128,1.06489
2022-02-15,1.06248,1.06352,1.06129,1.06168
2022-02-16,1.06199,1.06344,1.05803,1.06316
2022-02-17,1.06636,1.07053,1.06449,1.06946
2022-02-18,1.06447,1.06648,1.06248,1.06343
2022-02-21,1.0587,1.06224,1.05733,1.05896
2022-02-22,1.06288,1.06741,1.05833,1.06304
2022-02-23,1.06245,1.06408,1.05924,1.06296
2022-02-24,1.06325,1.0657,1.0594,1.06047
2022-02-25,1.06016,1.06431,1.05655,1.06249
2022-02-28,1.06151,1.06598,1.05763,1.06178
2022-03-01,1.06343,1.06755,1.05909,1.06089
2022-03-02,1.0651,1.06931,1.06236,1.06609
2022-03-03,1.06961,1.0737,1.06703,1.07143
2022-03-04,1.06688,1.06953,1.06512,1.06605
2022-03-07,1.06392,1.06535,1.06248,1.065
