Date,Open,High,Low,Close
2020-01-01,1.04799,1.05008,1.04436,1.04777
2020-01-02,1.04593,1.04859,1.0441,1.04691
2020-01-03,1.04329,1.04498,1.03832,1.04112
2020-01-06,1.04539,1.04748,1.04357,1.04487
2020-01-07,1.04333,1.04782,1.03855,1.04675
2020-01-08,1.04775,1.04972,1.04614,1.0481
2020-01-09,1.04844,1.05316,1.04402,1.04651
2020-01-10,1.04625,1.04752,1.0432,1.04464
2020-01-13,1.04409,1.04828,1.03942,1.04109
2020-01-14,1.03816,1.04151,1.03691,1.03918
2020-01-15,1.04202,1.04581,1.04072,1.04085
2020-01-16,1.04026,1.04501,1.03569,1.04425
2020-01-17,1.04106,1.04212,1.03834,1.0418
2020-01-20,1.0462,1.05019,1.04324,1.04512
2020-01-21,1.04035,1.04191,1.03914,1.0399
2020-01-22,1.04405,1.04546,1.04223,1.04365
2020-01-23,1.04033,1.04481,1.03745,1.04176
2020-01-24,1.04151,1.04293,1.03717,1.04165
2020-01-27,1.04128,1.0444,1.03957,1.04219
2020-01-28,1.0454,1.04847,1.04207,1.04211
2020-01-29,1.04515,1.0481,1.04367,1.04406
2020-01-30,1.04071,1.04322,1.03673,1.03849
2020-01-31,1.03487,1.03984,1.03062,1.0332
2020-02-03,1.0318,1.03492,1.02905,1.03362
2020-02-04,1.0302,1.03367,1.02728,1.02785
2020-02-05,1.02492,1.02891,1.02203,1.02273
2020-02-06,1.0199,1.0224,1.01612,1.01791
2020-02-07,1.01373,1.01742,1.00913,1.01522
2020-02-10,1.01712,1.02028,1.01453,1.01911
2020-02-11,1.02099,1.02371,1.0196,1.02302
2020-02-12,1.02075,1.02429,1.01703,1.0188
2020-02-13,1.01997,1.02161,1.01767,1.01844
2020-02-14,1.01673,1.02098,1.01228,1.01787
2020-02-17,1.01753,1.01907,1.01574,1.01639
2020-02-18,1.01945,1.02094,1.01535,1.02
2020-02-19,1.02198,1.02356,1.01951,1.0202
2020-02-20,1.02001,1.02244,1.01863,1.01902
2020-02-21,1.02212,1.02625,1.01763,1.01984
2020-02-24,1.02352,1.02486,1.0188,1.0204
2020-02-25,1.01707,1.02061,1.0133,1.01899
2020-02-26,1.02202,1.02417,1.0198,1.02085
2020-02-27,1.02011,1.02117,1.01783,1.02003
2020-02-28,1.01816,1.02,1.01406,1.01917
2020-03-02,1.02316,1.02421,1.01935,1.02077
2020-03-03,1.01687,1.01854,1.01306,1.01829
2020-03-04,1.02213,1.02582,1.01963,1.02447
2020-03-05,1.01949,1.02062,1.01558,1.01741
2020-03-06,1.01362,1.01794,1.00952,1.01719
2020-03-09,1.01872,1.02189,1.01414,1.01633
2020-03-10,1.01647,1.01863,1.01262,1.01674
2020-03-11,1.0159,1.01761,1.01489,1.0167
2020-03-12,1.01254,1.01488,1.00856,1.01377
2020-03-13,1.01133,1.01241,1.00945,1.01024
2020-03-16,1.01169,1.01327,1.00843,1.01308
2020-03-17,1.01747,1.01886,1.01587,1.01809
2020-03-18,1.01641,1.02068,1.01235,1.02053
2020-03-19,1.01565,1.017,1.01352,1.01365
2020-03-20,1.01855,1.02291,1.01571,1.0212
2020-03-23,1.02446,1.02549,1.0202,1.02084
2020-03-24,1.01812,1.0205,1.01507,1.01653
2020-03-25,1.01761,1.02198,1.01605,1.01909
2020-03-26,1.01587,1.01936,1.01344,1.01867
2020-03-27,1.01664,1.01923,1.01483,1.01536
2020-03-30,1.01902,1.02184,1.01574,1.01864
2020-03-31,1.02103,1.02299,1.01713,1.02285
2020-04-01,1.02605,1.02862,1.02108,1.02736
2020-04-02,1.02834,1.03166,1.02546,1.02705
2020-04-03,1.03131,1.03497,1.02993,1.03239
2020-04-06,1.03229,1.03652,1.02768,1.03368
2020-04-07,1.02949,1.03446,1.02455,1.03296
2020-04-08,1.03606,1.03857,1.03399,1.03554
2020-04-09,1.03246,1.03581,1.03052,1.03319
2020-04-10,1.03325,1.0349,1.03168,1.03275
2020-04-13,1.03317,1.0343,1.02963,1.03095
2020-04-14,1.0264,1.02919,1.02338,1.02449
2020-04-15,1.01979,1.02221,1.01871,1.02004
2020-04-16,1.01794,1.0205,1.01348,1.01436
2020-04-17,1.01564,1.01727,1.01081,1.01562
2020-04-20,1.01178,1.01434,1.01027,1.01316
2020-04-21,1.01119,1.01517,1.00698,1.00819
2020-04-22,1.01282,1.01467,1.0082,1.01419
2020-04-23,1.01721,1.02074,1.0133,1.01699
2020-04-24,1.01786,1.01908,1.01597,1.01813
2020-04-27,1.01383,1.01657,1.01106,1.01284
2020-04-28,1.00799,1.01149,1.00614,1.00764
2020-04-29,1.00626,1.00931,1.00504,1.00504
2020-04-30,1.00072,1.00244,0.99783,1.0017
2020-05-01,1.00581,1.00731,1.00246,1.00666
2020-05-04,1.00887,1.01201,1.00542,1.00723
2020-05-05,1.00792,1.01282,1.00566,1.00861
2020-05-06,1.01174,1.01585,1.00768,1.01157
2020-05-07,1.00694,1.00987,1.00387,1.00586
2020-05-08,1.00919,1.0134,1.00458,1.00658
2020-05-11,1.00344,1.00712,0.99914,1.00281
2020-05-12,1.00329,1.00634,0.99878,0.99948
2020-05-13,0.99609,0.9981,0.99409,0.99797
2020-05-14,1.00109,1.00453,0.99732,1.00298
2020-05-15,1.00649,1.00761,1.0049,1.00726
2020-05-18,1.01008,1.01399,1.00714,1.00846
2020-05-19,1.00734,1.01185,1.00496,1.01031
2020-05-20,1.01178,1.0158,1.00995,1.0135
2020-05-21,1.01357,1.01745,1.01177,1.01521
2020-05-22,1.01824,1.0207,1.01343,1.02062
2020-05-25,1.02004,1.02321,1.01894,1.02173
2020-05-26,1.02268,1.026,1.02127,1.02402
2020-05-27,1.02174,1.02407,1.01776,1.01964
2020-05-28,1.02002,1.02152,1.01845,1.0214
2020-05-29,1.02074,1.02574,1.01846,1.02512
2020-06-01,1.02119,1.0236,1.01798,1.02029
2020-06-02,1.01792,1.02269,1.01583,1.01865
2020-06-03,1.01635,1.01849,1.0136,1.01775
2020-06-04,1.02152,1.02335,1.01664,1.0197
